Account Number,Suite,House Number,Street Name,Garage,Neighbourhood ID,Neighbourhood,Ward,Assessed Value,Latitude,Longitude,Assessment Class 1
1070770,,18112,8 AVENUE SW,Y,5570,WINDERMERE,Ward 9,1452000,53.42672969,-113.6367436,RESIDENTIAL
1076231,,2304,170 STREET NW,Y,5405,RIVER VALLEY WINDERMERE,Ward 5,1644000,53.45458938,-113.6160621,RESIDENTIAL
1069814,,3303,141 STREET SW,N,5462,CHAPPELLE AREA,Ward 10,14969500,53.39760944,-113.5583768,RESIDENTIAL
1069541,,10804,5 AVENUE SW,Y,5451,RICHFORD,Ward 10,1249500,53.4281328,-113.5078528,RESIDENTIAL
1070820,,18208,ELLERSLIE ROAD SW,Y,5570,WINDERMERE,Ward 9,1300500,53.42537303,-113.6360848,RESIDENTIAL
1071224,,140,WINDERMERE DRIVE NW,Y,5570,WINDERMERE,Ward 9,1345500,53.44211573,-113.6278357,RESIDENTIAL
1003961,,4815,DONSDALE DRIVE NW,Y,4451,RIVER VALLEY OLESKIW,Ward 5,2924500,53.48652919,-113.6299248,RESIDENTIAL
1109529,,20703,9 AVENUE SW,Y,4463,RIVERVIEW AREA,Ward 5,1107500,53.41856471,-113.670456,RESIDENTIAL
1128602,,20204,5 AVENUE SW,Y,4463,RIVERVIEW AREA,Ward 5,1637000,53.42890781,-113.668853,RESIDENTIAL
1074012,,321,65 AVENUE NW,Y,6420,MAPLE RIDGE INDUSTRIAL,Ward 11,1453500,53.50140576,-113.3482343,RESIDENTIAL
1068691,,1911,50 STREET SW,N,6663,DECOTEAU,Ward 12,4251000,53.41488344,-113.4117146,RESIDENTIAL
1113745,,15109,RIO TERRACE DRIVE NW,Y,4430,RIO TERRACE,Ward 5,1149500,53.50585127,-113.5828039,RESIDENTIAL
1084342,,15804,75 AVENUE NW,Y,4390,PATRICIA HEIGHTS,Ward 5,1049500,53.50720207,-113.5934245,RESIDENTIAL
1021997,,2,WOLF WILLOW POINT NW,Y,4440,RIVER VALLEY LESSARD NORTH,Ward 5,1484500,53.5011494,-113.5965715,RESIDENTIAL
1071455,,248,WINDERMERE DRIVE NW,Y,5570,WINDERMERE,Ward 9,1728000,53.44930083,-113.6187963,RESIDENTIAL
1113679,,9203,231 STREET NW,N,4487,SECORD,Ward 1,7530000,53.5284873,-113.7098855,RESIDENTIAL
1070721,,18110,7 AVENUE SW,Y,5570,WINDERMERE,Ward 9,1055500,53.42745067,-113.6344819,RESIDENTIAL
1102086,,2503,211 AVENUE NE,Y,2670,RURAL NORTH EAST HORSE HILL,Ward 4,1061500,53.66850197,-113.3041316,RESIDENTIAL
1213024,1602,11826,100 AVENUE NW,N,1150,OLIVER,Ward 6,1156500,53.53994991,-113.5262926,RESIDENTIAL
1114941,,7302,149 STREET NW,Y,4430,RIO TERRACE,Ward 5,1035000,53.50775902,-113.5784538,RESIDENTIAL
1070119,,2510,184 STREET SW,Y,5575,WINDERMERE AREA,Ward 5,2015500,53.41122763,-113.6455256,RESIDENTIAL
1071646,,136,WINDERMERE CRESCENT NW,Y,5570,WINDERMERE,Ward 9,1487500,53.45256299,-113.6174541,RESIDENTIAL
1003557,,4,DONSDALE CRESCENT NW,Y,4451,RIVER VALLEY OLESKIW,Ward 5,1469500,53.48161187,-113.6307455,RESIDENTIAL
1070176,,1703,184 STREET SW,N,5575,WINDERMERE AREA,Ward 5,21783500,53.41579493,-113.6291536,RESIDENTIAL
1022094,,7,WOLF WILLOW POINT NW,Y,4440,RIVER VALLEY LESSARD NORTH,Ward 5,1307500,53.50029217,-113.5955188,RESIDENTIAL
1067750,,3304,91 STREET SW,N,6216,THE ORCHARDS AT ELLERSLIE,Ward 12,4786000,53.4007394,-113.4686301,RESIDENTIAL
1071323,,184,WINDERMERE DRIVE NW,Y,5570,WINDERMERE,Ward 9,2054500,53.44499487,-113.6239575,RESIDENTIAL
1114123,,12510,WINTERBURN ROAD NW,N,4477,KINGLET GARDENS,Ward 1,12798500,53.58130652,-113.696802,RESIDENTIAL
1092238,,15,PATRICIA CRESCENT NW,Y,4390,PATRICIA HEIGHTS,Ward 5,1216500,53.50991908,-113.6057927,RESIDENTIAL
1070671,,18111,4 AVENUE SW,Y,5570,WINDERMERE,Ward 9,1920000,53.42872839,-113.6350337,RESIDENTIAL
1113927,,15515,RIO PARK ROAD NW,Y,4430,RIO TERRACE,Ward 5,2275000,53.5031871,-113.5893477,RESIDENTIAL
1117035,,104,WOODBEND WYND NW,Y,4464,THE UPLANDS,Ward 5,1608500,53.46616387,-113.6631191,RESIDENTIAL
1084631,,15915,PATRICIA DRIVE NW,Y,4390,PATRICIA HEIGHTS,Ward 5,1142500,53.5079566,-113.5959892,RESIDENTIAL
1071265,,160,WINDERMERE DRIVE NW,Y,5570,WINDERMERE,Ward 9,1059500,53.44328843,-113.6256843,RESIDENTIAL
1115385,,108,RIVER VIEW WAY SW,Y,4463,RIVERVIEW AREA,Ward 5,1040500,53.43116343,-113.665663,RESIDENTIAL
1001221,,18421,17 AVENUE NW,Y,4463,RIVERVIEW AREA,Ward 5,1187000,53.44684893,-113.641721,RESIDENTIAL
1068659,,1904,34 STREET SW,Y,6663,DECOTEAU,Ward 12,1749500,53.4148646,-113.3997628,RESIDENTIAL
1069509,,10904,5 AVENUE SW,Y,5451,RICHFORD,Ward 10,1221000,53.42887148,-113.5099314,RESIDENTIAL
1118181,,136,GUTHRIE POINT SW,Y,4463,RIVERVIEW AREA,Ward 5,1031000,53.4267036,-113.672799,RESIDENTIAL
1113737,,525,SECORD BOULEVARD NW,N,4487,SECORD,Ward 1,1143000,53.53618368,-113.7037411,RESIDENTIAL
1002518,,8,WEDGEWOOD CRESCENT NW,Y,4120,DONSDALE,Ward 5,1137500,53.48166487,-113.6407667,RESIDENTIAL
1112275,,15100,RIO TERRACE DRIVE NW,Y,4430,RIO TERRACE,Ward 5,1013500,53.50677258,-113.5815886,RESIDENTIAL
1067271,,1010,17 STREET NW,N,6444,LAUREL,Ward 12,8665500,53.44130758,-113.3730196,RESIDENTIAL
1110188,,2303,199 STREET NW,N,4464,THE UPLANDS,Ward 5,23866500,53.45777405,-113.6544505,RESIDENTIAL
1069442,,11004,5 AVENUE SW,Y,5451,RICHFORD,Ward 10,2815000,53.4285616,-113.5138157,RESIDENTIAL
1002898,,18,WEDGEWOOD CRESCENT NW,Y,4467,RIVER VALLEY CAMERON,Ward 5,1723500,53.48067722,-113.6365762,RESIDENTIAL
1071018,,117,WINDERMERE CRESCENT NW,Y,5570,WINDERMERE,Ward 9,2614500,53.45200928,-113.6157231,RESIDENTIAL
1100460,,18607,25 STREET NE,N,2690,RURAL NORTH EAST SOUTH STURGEON,Ward 4,1043500,53.64181074,-113.3016868,RESIDENTIAL
1071281,,168,WINDERMERE DRIVE NW,Y,5570,WINDERMERE,Ward 9,1096000,53.44375294,-113.6247998,RESIDENTIAL
1274778,,3511,170 STREET SW,Y,5579,GLENRIDDING RAVINE,Ward 9,1130500,53.40357603,-113.6066861,RESIDENTIAL
1022938,,179,WOLF WILLOW CRESCENT NW,Y,4440,RIVER VALLEY LESSARD NORTH,Ward 5,1238500,53.50169659,-113.5942953,RESIDENTIAL
1066547,,2145,28 AVENUE SW,Y,6663,DECOTEAU,Ward 12,1155500,53.40682844,-113.3747648,RESIDENTIAL
1110790,,6841,WINTERBURN ROAD NW,N,4551,GRANVILLE,Ward 1,12773500,53.4994514,-113.6856499,RESIDENTIAL
1002955,,20,WEDGEWOOD CRESCENT NW,Y,4467,RIVER VALLEY CAMERON,Ward 5,1940000,53.48059361,-113.6349436,RESIDENTIAL
1071406,,220,WINDERMERE DRIVE NW,Y,5570,WINDERMERE,Ward 9,2151000,53.44783384,-113.6223305,RESIDENTIAL
1071133,,104,WINDERMERE DRIVE NW,Y,5570,WINDERMERE,Ward 9,3636500,53.44030376,-113.6325087,RESIDENTIAL
1003573,,5,DONSDALE CRESCENT NW,Y,4451,RIVER VALLEY OLESKIW,Ward 5,2003000,53.48220179,-113.6297232,RESIDENTIAL
1114867,,220,GRANDISLE POINT NW,Y,4463,RIVERVIEW AREA,Ward 5,1322000,53.43601757,-113.6567375,RESIDENTIAL
1070739,,18107,7 AVENUE SW,Y,5570,WINDERMERE,Ward 9,1143000,53.42730913,-113.6352146,RESIDENTIAL
1113299,,15417,RIO TERRACE DRIVE NW,Y,4430,RIO TERRACE,Ward 5,1714500,53.50441148,-113.5880498,RESIDENTIAL
1111202,,20010,STONY PLAIN ROAD NW,N,4486,STEWART GREENS,Ward 1,1306000,53.53561037,-113.6701556,RESIDENTIAL
1196930,,10916,BEARSPAW DRIVE WEST NW,Y,5030,BEARSPAW,Ward 11,2208000,53.44507129,-113.5093856,RESIDENTIAL
1160167,,5002,31 AVENUE NW,N,6720,TAWA,Ward 11,9487500,53.46266929,-113.4221518,RESIDENTIAL
1115419,,116,RIVER VIEW WAY SW,Y,4463,RIVERVIEW AREA,Ward 5,1214500,53.43082294,-113.6668214,RESIDENTIAL
1072552,,5220,17 STREET NW,Y,6690,SOUTHEAST INDUSTRIAL,Ward 11,1025500,53.48976694,-113.3696888,RESIDENTIAL
1069582,,10708,5 AVENUE SW,Y,5451,RICHFORD,Ward 10,1103500,53.42812242,-113.5053399,RESIDENTIAL
1103829,,24315,34 STREET NW,N,2681,EDMONTON ENERGY AND TECHNOLOGY PARK,Ward 4,1011000,53.70236552,-113.3885761,RESIDENTIAL
1113554,,7904,WINTERBURN ROAD NW,N,4750,ROSENTHAL,Ward 1,8913000,53.51499919,-113.6969956,RESIDENTIAL
1113778,,15107,RIO TERRACE DRIVE NW,Y,4430,RIO TERRACE,Ward 5,1037500,53.50586327,-113.5823795,RESIDENTIAL
1066596,,2360,28 AVENUE SW,Y,6663,DECOTEAU,Ward 12,1211500,53.40948021,-113.3800939,RESIDENTIAL
1071182,,124,WINDERMERE DRIVE NW,Y,5570,WINDERMERE,Ward 9,1468000,53.44177511,-113.6302825,RESIDENTIAL
1003847,,4545,DONSDALE DRIVE NW,Y,4451,RIVER VALLEY OLESKIW,Ward 5,3162000,53.48507159,-113.6307746,RESIDENTIAL
1070986,,105,WINDERMERE CRESCENT NW,Y,5570,WINDERMERE,Ward 9,1611000,53.45099458,-113.6159488,RESIDENTIAL
1113612,,9131,231 STREET NW,Y,4750,ROSENTHAL,Ward 1,2060000,53.52473466,-113.7092319,RESIDENTIAL
1068568,,1450,34 STREET SW,Y,6663,DECOTEAU,Ward 12,1472000,53.42025904,-113.3967299,RESIDENTIAL
1068899,,7030,ELLERSLIE ROAD SW,N,6211,ELLERSLIE,Ward 12,1202500,53.42566447,-113.4468957,RESIDENTIAL
1127919,,641,107 STREET SW,Y,5451,RICHFORD,Ward 10,2987000,53.42596105,-113.503127,RESIDENTIAL
1002740,,32,WEDGEWOOD CRESCENT NW,Y,4467,RIVER VALLEY CAMERON,Ward 5,1911000,53.47942939,-113.6406975,RESIDENTIAL
1047497,,4505,156 STREET NW,N,4451,RIVER VALLEY OLESKIW,Ward 5,2033000,53.48676477,-113.5945155,RESIDENTIAL
1094366,,336,HEDLEY WAY NW,Y,5230,HENDERSON ESTATES,Ward 9,1043500,53.46262489,-113.6029061,RESIDENTIAL
1094234,,329,HEDLEY WAY NW,Y,5380,RIVER VALLEY TERWILLEGAR,Ward 5,1461000,53.46224434,-113.6039945,RESIDENTIAL
1092923,,429,HEFFERNAN DRIVE NW,Y,5230,HENDERSON ESTATES,Ward 9,1057500,53.46612734,-113.6009201,RESIDENTIAL
1070168,,2110,170 STREET SW,N,5576,KESWICK AREA,Ward 5,3497000,53.41351946,-113.6162626,RESIDENTIAL
1113356,,15413,RIO TERRACE DRIVE NW,Y,4430,RIO TERRACE,Ward 5,1593000,53.50462267,-113.5874052,RESIDENTIAL
1102052,,20521,17 STREET NE,Y,2670,RURAL NORTH EAST HORSE HILL,Ward 4,1099000,53.66772345,-113.3167919,RESIDENTIAL
1111210,,19960,100 AVENUE NW,N,4486,STEWART GREENS,Ward 1,3275000,53.53716319,-113.6683344,RESIDENTIAL
1022334,,19,WOLF WILLOW POINT NW,Y,4440,RIVER VALLEY LESSARD NORTH,Ward 5,1164000,53.50097286,-113.5948537,RESIDENTIAL
1104488,,17870,62A STREET NW,N,2521,MCCONACHIE AREA,Ward 3,3751500,53.64233214,-113.4345528,RESIDENTIAL
1114016,,11870,WINTERBURN ROAD NW,N,4477,KINGLET GARDENS,Ward 1,16338000,53.57309854,-113.6956332,RESIDENTIAL
1070309,,1703,156 STREET SW,Y,5462,CHAPPELLE AREA,Ward 10,1797500,53.41397565,-113.583785,RESIDENTIAL
1071364,,204,WINDERMERE DRIVE NW,Y,5570,WINDERMERE,Ward 9,2122000,53.44651052,-113.6230065,RESIDENTIAL
1275486,,10360,CONNAUGHT DRIVE NW,Y,3200,GLENORA,Ward 1,1410000,53.5454932,-113.5452576,RESIDENTIAL
1298033,,1741,170 STREET SW,Y,5579,GLENRIDDING RAVINE,Ward 9,1716000,53.41708984,-113.6130021,RESIDENTIAL
1110360,,3530,199 STREET NW,Y,4462,EDGEMONT,Ward 5,1509500,53.46952327,-113.6676201,RESIDENTIAL
1022235,,14,WOLF WILLOW POINT NW,Y,4440,RIVER VALLEY LESSARD NORTH,Ward 5,1273500,53.50015336,-113.5943317,RESIDENTIAL
1071505,,268,WINDERMERE DRIVE NW,Y,5570,WINDERMERE,Ward 9,1782500,53.44838258,-113.6154732,RESIDENTIAL
1002666,,36,WEDGEWOOD CRESCENT NW,Y,4467,RIVER VALLEY CAMERON,Ward 5,1233500,53.48035606,-113.6418169,RESIDENTIAL
1069434,,11008,5 AVENUE SW,Y,5451,RICHFORD,Ward 10,1180500,53.42880027,-113.514499,RESIDENTIAL
1003102,,25,WEDGEWOOD CRESCENT NW,Y,4467,RIVER VALLEY CAMERON,Ward 5,1154000,53.47971388,-113.6367137,RESIDENTIAL
1071000,,113,WINDERMERE CRESCENT NW,Y,5570,WINDERMERE,Ward 9,1420000,53.45160075,-113.6158284,RESIDENTIAL
1071216,,136,WINDERMERE DRIVE NW,Y,5570,WINDERMERE,Ward 9,1346000,53.44206184,-113.6285683,RESIDENTIAL
1119502,,15525,RIO PARK ROAD NW,Y,4430,RIO TERRACE,Ward 5,2285000,53.50310788,-113.5898294,RESIDENTIAL
1003938,,4805,DONSDALE DRIVE NW,Y,4451,RIVER VALLEY OLESKIW,Ward 5,3606000,53.48577564,-113.6303376,RESIDENTIAL
1275429,,44,ST GEORGE'S CRESCENT NW,N,3200,GLENORA,Ward 1,1408500,53.53982536,-113.5512235,RESIDENTIAL
1109552,,1703,199 STREET SW,N,4463,RIVERVIEW AREA,Ward 5,1364500,53.4140497,-113.6602218,RESIDENTIAL
1003151,,29,WEDGEWOOD CRESCENT NW,Y,4467,RIVER VALLEY CAMERON,Ward 5,1243500,53.47898654,-113.6391136,RESIDENTIAL
1104579,,17310,97 STREET NW,N,3190,ELSINORE,Ward 3,2809500,53.6367352,-113.4958589,RESIDENTIAL
1101856,,3840,195 AVENUE NE,Y,2690,RURAL NORTH EAST SOUTH STURGEON,Ward 4,1132000,53.66146735,-113.2894433,RESIDENTIAL
1074046,,727,65 AVENUE NW,Y,6410,MAPLE RIDGE,Ward 11,1100000,53.50142399,-113.3549082,RESIDENTIAL
1016708,,596,WOLF WILLOW ROAD NW,Y,4610,WESTRIDGE,Ward 5,1209000,53.50783595,-113.6022131,RESIDENTIAL
1070812,,18204,ELLERSLIE ROAD SW,Y,5570,WINDERMERE,Ward 9,1122500,53.42537248,-113.6351678,RESIDENTIAL
1070663,,18115,4 AVENUE SW,Y,5570,WINDERMERE,Ward 9,2946500,53.42910148,-113.6350887,RESIDENTIAL
1070648,,18112,4 AVENUE SW,Y,5570,WINDERMERE,Ward 9,1452000,53.4296722,-113.6343853,RESIDENTIAL
1071653,,140,WINDERMERE CRESCENT NW,Y,5570,WINDERMERE,Ward 9,1310000,53.45288954,-113.6170042,RESIDENTIAL
1110428,,20704,35 AVENUE NW,Y,4462,EDGEMONT,Ward 5,1552000,53.47225329,-113.679673,RESIDENTIAL
1067594,,5880,41 AVENUE SW,N,6667,MATTSON,Ward 12,2550500,53.39956225,-113.4321687,RESIDENTIAL
1071463,,252,WINDERMERE DRIVE NW,Y,5570,WINDERMERE,Ward 9,1064000,53.44934064,-113.6178973,RESIDENTIAL
1022839,,163,WOLF WILLOW CRESCENT NW,Y,4440,RIVER VALLEY LESSARD NORTH,Ward 5,1000000,53.50162546,-113.5951824,RESIDENTIAL
1002989,,21,WEDGEWOOD CRESCENT NW,Y,4467,RIVER VALLEY CAMERON,Ward 5,2049500,53.48048444,-113.6337699,RESIDENTIAL
1022078,,6,WOLF WILLOW POINT NW,Y,4440,RIVER VALLEY LESSARD NORTH,Ward 5,1163500,53.50050359,-113.5955897,RESIDENTIAL
1128966,,11041,109 STREET NW,N,1030,CENTRAL MCDOUGALL,Ward 2,3523000,53.55804247,-113.5078849,RESIDENTIAL
1071257,,156,WINDERMERE DRIVE NW,Y,5570,WINDERMERE,Ward 9,1417500,53.44303355,-113.6260727,RESIDENTIAL
1067495,,3521,50 STREET SW,Y,6663,DECOTEAU,Ward 12,1019500,53.40108581,-113.4118276,RESIDENTIAL
1128552,,10511,92 STREET NW,N,1020,BOYLE STREET,Ward 6,9010000,53.55076574,-113.4760725,RESIDENTIAL
1113471,,15405,RIO TERRACE DRIVE NW,Y,4430,RIO TERRACE,Ward 5,1130000,53.50506503,-113.5860455,RESIDENTIAL
1101641,,18607,25 STREET NE,N,2690,RURAL NORTH EAST SOUTH STURGEON,Ward 4,2760500,53.64670359,-113.301687,RESIDENTIAL
1213065,1802,11826,100 AVENUE NW,N,1150,OLIVER,Ward 6,1012500,53.53994991,-113.5262926,RESIDENTIAL
1001254,,18425,17 AVENUE NW,Y,4463,RIVERVIEW AREA,Ward 5,1454500,53.44693894,-113.6425232,RESIDENTIAL
1072065,,1010,23 AVENUE NW,N,6443,TAMARACK,Ward 11,4786500,53.45586909,-113.3588806,RESIDENTIAL
1069830,,3103,156 STREET SW,N,5462,CHAPPELLE AREA,Ward 10,14981000,53.4051033,-113.5881823,RESIDENTIAL
1113224,,15503,RIO TERRACE DRIVE NW,Y,4430,RIO TERRACE,Ward 5,1895000,53.50419363,-113.588722,RESIDENTIAL
1071687,,152,WINDERMERE CRESCENT NW,Y,5570,WINDERMERE,Ward 9,1135000,53.4535582,-113.6153539,RESIDENTIAL
1067172,,705,34 STREET SW,Y,6664,DECOTEAU NORTH,Ward 12,1299000,53.4258637,-113.3926403,RESIDENTIAL
1016260,,59,WOLF CRESCENT NW,Y,4610,WESTRIDGE,Ward 5,1324500,53.50669805,-113.5978376,RESIDENTIAL
1071299,,172,WINDERMERE DRIVE NW,Y,5570,WINDERMERE,Ward 9,2505000,53.44402582,-113.6244195,RESIDENTIAL
1070853,,18312,ELLERSLIE ROAD SW,Y,5570,WINDERMERE,Ward 9,3561500,53.42545292,-113.6387229,RESIDENTIAL
1123025,,1304,184 STREET SW,N,5576,KESWICK AREA,Ward 5,8463000,53.41813964,-113.6473074,RESIDENTIAL
1316645,1702,10010,119 STREET NW,N,1150,OLIVER,Ward 6,1027000,53.54014479,-113.5272548,RESIDENTIAL
1117043,,108,WOODBEND WYND NW,Y,4464,THE UPLANDS,Ward 5,1136000,53.46594875,-113.6617216,RESIDENTIAL
1071612,,124,WINDERMERE CRESCENT NW,Y,5570,WINDERMERE,Ward 9,1119000,53.45120341,-113.6180218,RESIDENTIAL
1069012,,330,66 STREET SW,Y,6211,ELLERSLIE,Ward 12,1007500,53.42951934,-113.4439468,RESIDENTIAL
1295542,,7804,15 AVENUE NW,N,6450,MENISA,Ward 11,4309500,53.44543442,-113.4523309,RESIDENTIAL
1115583,,4412,211 STREET NW,Y,4462,EDGEMONT,Ward 5,1411000,53.48213213,-113.685388,RESIDENTIAL
1070747,,710,181 STREET SW,Y,5570,WINDERMERE,Ward 9,1292000,53.42654515,-113.6336943,RESIDENTIAL
1022151,,10,WOLF WILLOW POINT NW,Y,4440,RIVER VALLEY LESSARD NORTH,Ward 5,1151000,53.49961055,-113.5952428,RESIDENTIAL
1069517,,10816,5 AVENUE SW,Y,5451,RICHFORD,Ward 10,1176000,53.42838661,-113.5094778,RESIDENTIAL
1022037,,4,WOLF WILLOW POINT NW,Y,4440,RIVER VALLEY LESSARD NORTH,Ward 5,1097000,53.50084645,-113.596003,RESIDENTIAL
1101781,,18903,33 STREET NE,N,2690,RURAL NORTH EAST SOUTH STURGEON,Ward 4,1748500,53.64670084,-113.2916578,RESIDENTIAL
1071588,,112,WINDERMERE CRESCENT NW,Y,5570,WINDERMERE,Ward 9,1090000,53.45013405,-113.6173141,RESIDENTIAL
1067784,,9504,41 AVENUE SW,N,6216,THE ORCHARDS AT ELLERSLIE,Ward 12,3403500,53.40065351,-113.4766383,RESIDENTIAL
1002864,,17,WEDGEWOOD CRESCENT NW,Y,4467,RIVER VALLEY CAMERON,Ward 5,3433000,53.48072649,-113.6372649,RESIDENTIAL
1001668,,11,RIVER HEIGHTS DRIVE NW,Y,4469,RIVER'S EDGE,Ward 5,1339500,53.45711931,-113.6377553,RESIDENTIAL
1101948,,2506,195 AVENUE NE,N,2670,RURAL NORTH EAST HORSE HILL,Ward 4,1104000,53.66233075,-113.3044946,RESIDENTIAL
1071141,,108,WINDERMERE DRIVE NW,Y,5570,WINDERMERE,Ward 9,1224000,53.44066247,-113.6322691,RESIDENTIAL
1113562,,15313,RIO TERRACE DRIVE NW,Y,4430,RIO TERRACE,Ward 5,1305000,53.50540069,-113.5850182,RESIDENTIAL
1114099,,22810,118A AVENUE NW,Y,4477,KINGLET GARDENS,Ward 1,1020000,53.57131039,-113.7090377,RESIDENTIAL
1070895,,18510,8A AVENUE SW,Y,5570,WINDERMERE,Ward 9,7952500,53.42628324,-113.6429043,RESIDENTIAL
1003581,,6,DONSDALE CRESCENT NW,Y,4451,RIVER VALLEY OLESKIW,Ward 5,2300000,53.48165501,-113.6301661,RESIDENTIAL
1113869,,15101,RIO TERRACE DRIVE NW,Y,4430,RIO TERRACE,Ward 5,2201500,53.50606829,-113.5812642,RESIDENTIAL
1020916,,194,WOLF WILLOW CRESCENT NW,Y,4610,WESTRIDGE,Ward 5,1019000,53.50295643,-113.5948236,RESIDENTIAL
1067354,,1303,23 AVENUE NW,N,6445,ASTER,Ward 12,13542000,53.44849142,-113.3656034,RESIDENTIAL
1084102,,7320,158 STREET NW,Y,4390,PATRICIA HEIGHTS,Ward 5,3671500,53.50531976,-113.5941624,RESIDENTIAL
1113265,,15501,RIO TERRACE DRIVE NW,Y,4430,RIO TERRACE,Ward 5,1406500,53.504307,-113.5883721,RESIDENTIAL
1113620,,15309,RIO TERRACE DRIVE NW,Y,4430,RIO TERRACE,Ward 5,3480500,53.50560278,-113.5843445,RESIDENTIAL
1221266,,10345,VILLA AVENUE NW,Y,3440,WESTMOUNT,Ward 2,1046000,53.54560923,-113.5391801,RESIDENTIAL
1083955,,7404,158 STREET NW,N,4390,PATRICIA HEIGHTS,Ward 5,1693000,53.50611586,-113.5944101,RESIDENTIAL
1093111,,445,HEFFERNAN DRIVE NW,Y,5230,HENDERSON ESTATES,Ward 9,1134000,53.46777202,-113.6009877,RESIDENTIAL
1071398,,216,WINDERMERE DRIVE NW,Y,5570,WINDERMERE,Ward 9,2216000,53.44750662,-113.6225741,RESIDENTIAL
1071331,,188,WINDERMERE DRIVE NW,Y,5570,WINDERMERE,Ward 9,2696000,53.44534972,-113.6239252,RESIDENTIAL
1113414,,15409,RIO TERRACE DRIVE NW,Y,4430,RIO TERRACE,Ward 5,3686500,53.50484275,-113.5867304,RESIDENTIAL
1112465,,12715,WINTERBURN ROAD NW,N,4471,TRUMPETER AREA,Ward 1,1090500,53.58355355,-113.685892,RESIDENTIAL
1110527,,4050,199 STREET NW,N,4462,EDGEMONT,Ward 5,1834500,53.4768534,-113.6694344,RESIDENTIAL
2057107,,9906,145 STREET NW,Y,3140,CRESTWOOD,Ward 1,1572500,53.53800375,-113.5715172,RESIDENTIAL
2020998,,9016,VALLEYVIEW DRIVE NW,Y,3330,PARKVIEW,Ward 1,1885000,53.52420388,-113.5586517,RESIDENTIAL
2014389,,97,VALLEYVIEW CRESCENT NW,Y,3270,LAURIER HEIGHTS,Ward 1,1040000,53.51696769,-113.5555679,RESIDENTIAL
2050862,,9737,143 STREET NW,Y,3140,CRESTWOOD,Ward 1,1565500,53.53558805,-113.5669539,RESIDENTIAL
2025732,,13619,86 AVENUE NW,Y,3330,PARKVIEW,Ward 1,2438000,53.51783146,-113.5582911,RESIDENTIAL
2642403,,10410,139 STREET NW,Y,3200,GLENORA,Ward 1,1026000,53.54664018,-113.561845,RESIDENTIAL
2018901,,14008,VALLEYVIEW DRIVE NW,Y,3330,PARKVIEW,Ward 1,3225000,53.52835626,-113.5625489,RESIDENTIAL
2611903,,18,RIVERSIDE CRESCENT NW,Y,3140,CRESTWOOD,Ward 1,3720000,53.53048333,-113.5624481,RESIDENTIAL
2667103,,13101,CHURCHILL CRESCENT NW,Y,3200,GLENORA,Ward 1,1080000,53.54430882,-113.5486897,RESIDENTIAL
2014769,,8504,134 STREET NW,Y,3270,LAURIER HEIGHTS,Ward 1,3191500,53.5173545,-113.5532646,RESIDENTIAL
2032969,,14374,PARK DRIVE NW,Y,3330,PARKVIEW,Ward 1,2342000,53.52958878,-113.5716325,RESIDENTIAL
2041903,,9922,148 STREET NW,Y,3140,CRESTWOOD,Ward 1,1133000,53.53855703,-113.5767458,RESIDENTIAL
2022986,,16,VALLEYVIEW POINT NW,Y,3330,PARKVIEW,Ward 1,1225500,53.52257919,-113.5567047,RESIDENTIAL
2650000,,12930,103 AVENUE NW,Y,3200,GLENORA,Ward 1,1404000,53.54490452,-113.545231,RESIDENTIAL
2061612,,14315,MACKENZIE DRIVE NW,Y,3140,CRESTWOOD,Ward 1,1033500,53.529824,-113.5683261,RESIDENTIAL
2013084,,13616,82 AVENUE NW,Y,3270,LAURIER HEIGHTS,Ward 1,1076500,53.51593218,-113.5574185,RESIDENTIAL
2615722,,14117,97 AVENUE NW,Y,3140,CRESTWOOD,Ward 1,1882500,53.53406888,-113.5637158,RESIDENTIAL
2022895,,2,VALLEYVIEW POINT NW,Y,3330,PARKVIEW,Ward 1,1499500,53.52237757,-113.5556464,RESIDENTIAL
2035269,,14643,92A AVENUE NW,Y,3330,PARKVIEW,Ward 1,1414000,53.52624652,-113.5743001,RESIDENTIAL
2052801,,9919,147 STREET NW,Y,3140,CRESTWOOD,Ward 1,1062500,53.53841715,-113.5740467,RESIDENTIAL
2035970,,14647,93 AVENUE NW,Y,3330,PARKVIEW,Ward 1,1369000,53.5281639,-113.5758775,RESIDENTIAL
2622637,,10840,131 STREET NW,Y,3440,WESTMOUNT,Ward 2,1040500,53.55377441,-113.548387,RESIDENTIAL
2009520,,116,LAURIER DRIVE NW,Y,3270,LAURIER HEIGHTS,Ward 1,1657000,53.50941768,-113.5660999,RESIDENTIAL
2613461,,13833,SUMMIT DRIVE NW,Y,3140,CRESTWOOD,Ward 1,1528000,53.5372058,-113.5633203,RESIDENTIAL
2000453,,119,QUESNELL CRESCENT NW,Y,4420,QUESNELL HEIGHTS,Ward 5,1673500,53.50812059,-113.568969,RESIDENTIAL
2066009,,14327,101 AVENUE NW,Y,3210,GROVENOR,Ward 1,1081000,53.54095801,-113.5690503,RESIDENTIAL
2057008,,9910,145 STREET NW,Y,3140,CRESTWOOD,Ward 1,1668000,53.53814303,-113.5715176,RESIDENTIAL
2647709,,10451,133 STREET NW,Y,3200,GLENORA,Ward 1,1040500,53.54760019,-113.5508014,RESIDENTIAL
